Designer;Serie;Type;Codename;Year Released;Function;Width of Machine Word;Supported Instruction Set(s);Type of processor core(s);Number of processor core(s);Memory Interface(s);Max. Clock Frequency of Memory IF;Data Bus Width;Address Bus Width;Number of data bus channels;Non-volatile Memory Data Bus Width;Non-volatile Memory Interface;DMA Channels;Recommended Minimum Clock Frequency;Recommended Maximum Clock Frequency;Max. Data Rate;L1 Instruction Cache per Core;L0 Instruction Cache per Core;Number of L1 Cache Ways;L1 Data Cache per Core;Number of L2 Cache Ways;Total L2 Cache;Total L3 Cache;Internal Systembus Clock;Pipeline Stages;Instruction Execution Performance;Feature Size;Semiconductor Technology;Number of Transistors Integrated;Pins;Fab;Embedded GPU;Number of GPU cores;GPU Clock;Dedicated Graphics Memory;Supported Cellular Data Links;Supported USB Specification;Bluetooth support;Wireless LAN support;NFC support;Supported Audio/Video Interface;Supported GPS protocol(s);Supported Galileo service(s);Supported GLONASS protocol(s);Supported BeiDou system (BDS);Special Features;;
Samsung;Exynos;Exynos 7 Octa 7870;Joshua;2016;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);8x ARM Cortex-A53 MPcore;8;mobile (LP) DDR3 SDRAM;933 MHz;32 bit;;1 ch;;eMMC 5.1 , moviNAND , NAND Flash Interface;;400 MHz min.;1590 MHz max.;7.46 Gbyte/s;;;;;;;;;;;14 nm;FinFET;;;Samsung;ARM Mali-T830 GPU;1-core GPU;772 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) data links;USB 2.0 , USB 3.0 / USB 3.1 Gen 1 / USB 3.2 Gen 1x1;Bluetooth 4.2;IEEE 802.11a , IEEE 802.11b , IEEE 802.11g , IEEE 802.11n;;;GPS (NMEA 0183);;Yes;B1I BeiDou receiver;Quad 1.6 GHz ARM Cortex-A53 Harvard Superscalar processor cores + Quad ARM Cortex-A53 Harvard Superscalar processor cores, HMP, ARM big.LITTLE architecture, 64/32-bit Multi-layer AHB/AXI bus, ARM TrustZone, ARM NEON SIMD engine, 1920x1200 display support, 1080p 60 fps video encode/decode, dual ISP (16 MP + 16 MP), OpenCL 1.2, Vulkan 1.0, OpenGL, DirectX 11;;
Samsung;Exynos;Exynos 8 Octa 8890;;2016;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);4x Samsung Exynos M1 + 4x ARM Cortex-A53 MPcore;8;mobile (LP) DDR2 SDRAM , DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM , mobile (LP) DDR4 SDRAM;1794 MHz;32 bit;;2 ch;;eMMC 5.1 , NAND Flash Interface , SATA , UFS 2.0;;;2600 MHz max.;28.7 Gbyte/s;;;;;;;;2290 MHz;;;14 nm;FinFET;;;Samsung;ARM Mali-T880 GPU;12-core GPU;650 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSDPA (Cat. unspecified) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) , LTE 300 Mbps / 100 Mbps (Cat. 7) , LTE 400 Mbps / 150 Mbps (LTE Cat. 13) , LTE 600 Mbps / 50 Mbps (LTE Cat. 11) , LTE 600 Mbps / 100 Mbps (LTE Cat. 12) data links;USB 2.0 , USB 3.0 / USB 3.1 Gen 1 / USB 3.2 Gen 1x1;Bluetooth 4.2;IEEE 802.11a , IEEE 802.11b , IEEE 802.11g , IEEE 802.11n , IEEE 802.11ac;;HDMI (Unspecified) , DisplayPort (Unspecified) , HDMI 1.3 , HDMI 1.3a , HDMI 1.4;Yes;;Yes;;Quad 2.29 GHz Samsung Exynos M1 (Mongoose) Harvard Superscalar processor cores + Quad 1.586 GHz ARM Cortex-A53 Harvard Superscalar processor cores, HMP, ARM big.LITTLE architecture, Samsung Coherent Interconnect, ARM TrustZone, ARM NEON SIMD engine, embedded Samsung Exynos Shannon 335 Modem, OpenGL ES 3.1;;
Spreadtrum;;SC9832C;;2016;Multi-core Application Processor with Modem;32 bit;ARMv7-A;4x ARM Cortex-A7 MPcore;4;mobile (LP) DDR SDRAM , mobile (LP) DDR2 SDRAM , mobile (LP) DDR3 SDRAM;;32 bit;;1 ch;;eMMC 4.5 , NAND Flash Interface;;;1300 MHz max.;;;;;;;;;;;;28 nm;CMOS;;;;ARM Mali-400 GPU;;;0.25 MiB;GPRS (Class unspecified) , GPRS Multi-slot Class 12 , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) , HSPA+ 21.1 Mbps (Cat. 18) , DC-HSDPA 42.2 Mbps (Cat. 24) , TD-SCDMA , TD-HSDPA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) data links;No;No;No;;No;GPS (NMEA 0183);;;;quad ARM Cortex-A7 Harvard processor core, 16/32-bit LP-DDR / LP-DDR2 / LP-DDR3 SD-RAM interface, GPRS, EDGE Class 12, W-CDMA/UMTS, TD-SCDMA, HSPA+, HSUPA baseband support, USB 2.0 HS OTG, dual-SIM / dual standby support, 1080p display support, 1080p video encode, 1080p video decode, 8 MP camera support;;
Spreadtrum;;SC9832A;;2016;Multi-core Application Processor with Modem;32 bit;ARMv7-A;4x ARM Cortex-A7 MPcore;4;mobile (LP) DDR SDRAM , mobile (LP) DDR2 SDRAM , mobile (LP) DDR3 SDRAM;;32 bit;;1 ch;;eMMC 4.5 , NAND Flash Interface;;;N/A;;;;;;;;;;;;28 nm;CMOS;;;;ARM Mali-400 GPU;2-core GPU;;0.25 MiB;GPRS (Class unspecified) , EDGE (Class unspecified) , EDGE Multi-slot Class 12 , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSDPA (Cat. unspecified) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) data links;No;No;No;;No;GPS (NMEA 0183);;;;quad ARM Cortex-A7 Harvard processor core, 16/32-bit LP-DDR / LP-DDR2 / LP-DDR3 SD-RAM interface, GPRS, EDGE Class 12, W-CDMA/UMTS, TD-SCDMA, HSPA+, HSUPA baseband support, USB 2.0 HS OTG, dual-SIM / dual standby support, 1080p display support, 1080p video encode, 1080p video decode, 8 MP camera support;;
Apple;;A9 APL1022;S8003;2015;Multi-core Application Processor;64 bit;ARMv8-A (A32, A64);2x Apple Twister cores;2;mobile (LP) DDR4 SDRAM;1600 MHz;64 bit;;1 ch;;eMMC 5.0 , moviNAND , NAND Flash Interface , SATA;;;1840 MHz max.;25.6 Gbyte/s;64 Kbyte I-Cache;;;64 Kbyte D-Cache;;3072 Kbyte L2;4096 Kbyte L3;;16 pipeline stages;;16 nm;FinFET;;;TSMC;IMG PowerVR GT7600 GPU;6-core GPU;650 MHz GPU;;No;USB 2.0 , USB 3.0 / USB 3.1 Gen 1 / USB 3.2 Gen 1x1;No;No;;HDMI (Unspecified) , DisplayPort (Unspecified) , HDMI 1.3 , HDMI 1.3a , HDMI 1.4;GPS (NMEA 0183);;;;2x Custom Apple Twister 64-bit ARMv8-compatible (AArch32-AArch64) Harvard Superscalar processor cores, HMP, ARM VFPv4, 4 Mbyte (victim) L3 cache, 2160p video encode, 2160p video decode, OpenCL 1.2, OpenGL, Vulkan, DirectX 11;;
Apple;;A9X APL1021;S8001;2015;Multi-core Application Processor;64 bit;ARMv8-A (A32, A64);2x Apple Twister cores;2;mobile (LP) DDR4 SDRAM;1600 MHz;64 bit;;2 ch;;eMMC 5.1 , moviNAND , NAND Flash Interface , SATA;;;2260 MHz max.;51.2 Gbyte/s;64 Kbyte I-Cache;;;64 Kbyte D-Cache;;3072 Kbyte L2;;;;;16 nm;FinFET;3000000000;;TSMC;IMG PowerVR Series 7XT GPU;12-core GPU;650 MHz GPU;;No;USB 2.0 , USB 3.0 / USB 3.1 Gen 1 / USB 3.2 Gen 1x1;No;No;;HDMI (Unspecified) , DisplayPort (Unspecified) , HDMI 1.3 , HDMI 1.3a , HDMI 1.4;GPS (NMEA 0183);;;;2x Custom Apple Twister 64-bit ARMv8-compatible (AArch32-AArch64) Harvard Superscalar processor cores, ARM VFPv4, 2160p video encode, 2160p video decode, OpenCL 1.2, OpenGL, Vulkan, DirectX 11;;
Apple;;A9 APL0898;S8000;2015;Multi-core Application Processor;64 bit;ARMv8-A (A32, A64);2x Apple Twister cores;2;mobile (LP) DDR4 SDRAM;1600 MHz;32 bit;;2 ch;;eMMC 5.0 , moviNAND , NAND Flash Interface , SATA;;;1840 MHz max.;25.6 Gbyte/s;64 Kbyte I-Cache;;;64 Kbyte D-Cache;;3072 Kbyte L2;4096 Kbyte L3;;14 pipeline stages;;14 nm;FinFET;;;Samsung;IMG PowerVR GT7600 GPU;6-core GPU;650 MHz GPU;;No;USB 2.0 , USB 3.0 / USB 3.1 Gen 1 / USB 3.2 Gen 1x1;No;No;;HDMI (Unspecified) , DisplayPort (Unspecified) , HDMI 1.3 , HDMI 1.3a , HDMI 1.4;GPS (NMEA 0183);;;;2x Custom Apple Twister 64-bit ARMv8-compatible (AArch32-AArch64) Harvard Superscalar processor cores, HMP, ARM VFPv4, 4 Mbyte (victim) L3 cache, 2160p video encode, 2160p video decode, OpenCL 1.2, OpenGL, Vulkan, DirectX 11;;
Apple;;S1 APL0778;S7002;2015;System-On-a-Chip;32 bit;ARMv7k;;1;Yes;;;;1 ch;;eMMC 5.1 , NAND Flash Interface;;;520 MHz max.;;;;;32 Kbyte D-Cache;;256 Kbyte L2;;;;;28 nm;CMOS;;;;IMG PowerVR SGX543 GPU;1-core GPU;;;No;No;No;No;;No;No;;;;ARM TrustZone, ARM NEON SIMD engine;;
HiSilicon;KIRIN;Honor KIRIN935;;2015;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);8x ARM Cortex-A53 MPcore;8;mobile (LP) DDR3 SDRAM;800 MHz;32 bit;;2 ch;;eMMC 4.5;;;2200 MHz max.;12.8 Gbyte/s;;;;;;;;;;;16 nm;CMOS;;;;ARM Mali-T628 GPU;4-core GPU;680 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 33 , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 42.2 Mbps (Cat. 20) , DC-HSDPA 42.2 Mbps (Cat. 24) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) data links;No;No;No;;No;Yes;;Yes;;quad ARM Cortex-A53 (up to 2.2 GHz) + quad ARM Cortex-A53 Harvard Superscalar processor cores, ARM big.LITTLE, HMP, eMMC 4.51, GSM / GPRS Class 33 / EDGE / W-CDMA / HSPA+ 42.2 Mbps / HSUPA 5.76 / TD-SCDMA / LTE-TDD / LTE-FDD Cat. 6 baseband modem, dual SIM support (DSDA, DSDS), Tensilica HiFi 4 DSP, 1080p video encode, 2160p video decode, embedded GPS module with GLONASS;;
HiSilicon;KIRIN;Honor KIRIN950;;2015;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);4x ARM Cortex-A72 MPcore + 4x ARM Cortex-A53 MPcore;8;mobile (LP) DDR3 SDRAM , mobile (LP) DDR4 SDRAM;1333 MHz;32 bit;;2 ch;;eMMC 5.1 , UFS 2.0;;;2300 MHz max.;21.33 Gbyte/s;48 Kbyte I-Cache;;;32 Kbyte D-Cache;;;;;;;16 nm;CMOS;;;TSMC;ARM Mali-T880 GPU;4-core GPU;900 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 33 , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 42.2 Mbps (Cat. 20) , DC-HSDPA 42.2 Mbps (Cat. 24) , TD-SCDMA , TD-HSDPA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) data links;No;No;No;;No;Yes;;Yes;B1I BeiDou receiver;quad ARM Cortex-A72 (up to 2.3 GHz) + quad ARM Cortex-A53 (up to 1.81 GHz) Harvard Superscalar processor cores, ARM big.LITTLE, HMP, SD 4.1, UFS 2.0, GSM / GPRS Class 33 / EDGE / W-CDMA / HSPA+ 42.2 Mbps / HSUPA 5.76 / TD-SCDMA / LTE-TDD / LTE-FDD Cat. 6 baseband modem, Tensilica HiFi 4 DSP, dual SIM support (DSDA, DSDS), dual 42 MP 14-bit ISP, 2160p30 video encode, 2160p60 video decode, USB 3.0, Bluetooth 4.2, OpenGL ES 3.1, OpenCL 1.2, Vulkan 1.0, DirectX 11.2;;
HiSilicon;KIRIN;Honor KIRIN940;;2015;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);4x ARM Cortex-A72 MPcore + 4x ARM Cortex-A53 MPcore;8;mobile (LP) DDR4 SDRAM;1600 MHz;32 bit;;2 ch;;eMMC 5.1 , UFS 2.0;;;2200 MHz max.;25.6 Gbyte/s;;;;;;;;;;;16 nm;CMOS;;;TSMC;ARM Mali-T860 GPU;4-core GPU;;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 33 , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 21.1 Mbps (Cat. 18) , HSPA+ 42.2 Mbps (Cat. 20) , DC-HSDPA 42.2 Mbps (Cat. 24) , TD-SCDMA , TD-HSDPA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) data links;No;No;No;;No;Yes;;Yes;B1I , B2a BeiDou receiver;quad ARM Cortex-A72 (up to 2.2 GHz) + quad ARM Cortex-A53 Harvard Superscalar processor cores, ARM big.LITTLE, HMP, GSM / GPRS Class 33 / EDGE / W-CDMA / HSPA+ 42.2 Mbps / HSUPA 5.76 / TD-SCDMA / LTE-TDD / LTE-FDD Cat. 6 baseband modem, Tensilica HiFi 4 DSP, dual SIM support (DSDA, DSDS), dual 32 MP ISP, 2160p30 video encode, 2160p60 video decode, embedded GPS module with GLONASS;;
HiSilicon;KIRIN;Honor KIRIN930 Hi3635;;2015;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);8x ARM Cortex-A53 MPcore;8;mobile (LP) DDR3 SDRAM;800 MHz;32 bit;;2 ch;;Yes;;403 MHz min.;2000 MHz max.;12.8 Gbyte/s;;;;;;;;;;;28 nm;CMOS;;;;ARM Mali-T628 GPU;4-core GPU;600 MHz GPU;;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 33 , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 42.2 Mbps (Cat. 20) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) , LTE 300 Mbps / 50 Mbps (Cat. 6) data links;No;No;No;;No;Yes;;Yes;;quad ARM Cortex-A53 (up to 2.0 GHz) + quad ARM Cortex-A53 (up to 1.52 GHz) Harvard Superscalar processor cores, ARM big.LITTLE, HMP, GSM / GPRS Class 33 / EDGE / W-CDMA / HSPA+ 42.2 Mbps / HSUPA 5.76 / TD-SCDMA / LTE-TDD / LTE-FDD Cat. 6 baseband modem, dual SIM support (DSDA, DSDS), Tensilica HiFi 4 DSP, 32 MP ISP, 1080p video encode, 2160p video decode, embedded GPS module with GLONASS;;
HiSilicon;KIRIN;Honor KIRIN620 Hi6620 V8R2;;2015;Multi-core Application Processor with Modem;64 bit;ARMv8-A (A32, A64);8x ARM Cortex-A53 MPcore;8;mobile (LP) DDR3 SDRAM;800 MHz;32 bit;;2 ch;;Yes;;;1200 MHz max.;12.8 Gbyte/s;;;;;;;;;;;28 nm;CMOS;;;;ARM Mali-450 GPU;4-core GPU;700 MHz GPU;0.5 MiB;CSD 9.6 kbps , GPRS (Class unspecified) , GPRS Multi-slot Class 33 , EDGE (Class unspecified) , UMTS 384 kbps (W-CDMA) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 21.1 Mbps (Cat. 18) , DC-HSDPA 42.2 Mbps (Cat. 24) , TD-SCDMA , LTE (Cat. unspecified) , LTE 100 Mbps / 50 Mbps (Cat. 3) , LTE 150 Mbps / 50 Mbps (Cat. 4) data links;No;No;No;;No;Yes;;Yes;;octa ARM Cortex-A53 Harvard Superscalar processor cores, GSM / GPRS Class 33 / EDGE / W-CDMA / HSPA+ 42.2 Mbps / HSUPA 5.76 / TD-SCDMA / LTE-TDD / LTE-FDD Cat. 4 baseband modem, dual SIM support (DSDA, DSDS), 13 MP ISP, 1080p30 video encode, 1080p60 video decode, embedded GPS module with GLONASS;;
Ingenic;;M200;;2015;Application Processor;32 bit;MIPS32;1x MIPS XBurst-HP + 1x MIPS XBurst-LP;2;mobile (LP) DDR SDRAM , DDR2 SDRAM , mobile (LP) DDR2 SDRAM , DDR3 SDRAM;667 MHz;32 bit;;1 ch;64 bit;NAND Flash Interface;32 ch;;1200 MHz max.;5.34 Gbyte/s;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;;;9 pipeline stages;;;CMOS;;270 pins;;N/A;1-core GPU;;;No;No;No;No;;No;No;;;;1x XBurst-HP (1.2GHz) + 1x XBurst-LP (300 MHz) cores, SIMD instruction set, 16/32-bit SD RAM interface, 64-bit ECC NAND flash support, 512B/2KB/4KB/8KB/16KB page size, Xburst VPU, OpenGL ES2.0 and ES1.1, OpenVG1.1, 720p 30 fps video encode, 720p 30 fps video decode, AC97/I2S/SPDIF, Audio Codec, LCD interface, ISP, USB 2.0 OTG.;;
Intel;Atom;Atom x5-Z8300;Cherry Trail;2015;Multi-core Application Processor;64 bit;IA-32 (x86), IA-64 (x64), SSE4, SSE 4.1, SSE 4.2;4x Intel Airmont;4;DDR3L (LV) SDRAM , DDR3L-RS SDRAM;800 MHz;64 bit;;1 ch;;Yes;;1440 MHz min.;1840 MHz max.;6.4 Gbyte/s;32 Kbyte I-Cache;;;24 Kbyte D-Cache;;2048 Kbyte L2;;;;;14 nm;CMOS;;1380 pins;Intel;Intel HD Graphics GPU;;200 MHz GPU;;No;No;No;No;;No;No;;;;1.44 GHz Quad Intel Airmont processor cores, 32 Kbyte 8-way instruction cache per core, 24 Kbyte 6-way data cache per core, 512 Kbyte L2 cache per core, 64-bit 800 MHz DDR3L-RS 1600 SD RAM interface (max. 12.8 GB/s), 12-core 200 MHz Intel HD Graphics GPU (max. 500 MHz), dual display support, DirectX 11.1 support, OpenGL 4.3, OpenGL ES 3.0, OpenCL 1.2, Intel Clear Video HD Technology, Intel Wireless Display, Intel Insider, Image Signal Processor, USB 3.0;;
Intel;Core;Core M 6th Gen m3-6Y30;Skylake;2015;Multi-core Application Processor;64 bit;IA-32 (x86), IA-64 (x64), SSE4, SSE 4.1, SSE 4.2, AVX 2.0;2x Intel Skylake-Y;2;DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM;933 MHz;64 bit;;2 ch;;Yes;;900 MHz min.;2200 MHz max.;29.86 Gbyte/s;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;4096 Kbyte L3;;;;14 nm;CMOS;;1515 pins;Intel;Intel Iris Graphics 515 GPU;24-core GPU;300 MHz GPU;;No;No;No;No;;No;No;;;;Dual Intel Core-M Skylake-Y processor cores, 32 Kbyte instruction cache per core, 32 Kbyte data cache per core, 256 Kbyte L2 cache per core, 4 Mbyte SmartCache, dual-channel 64-bit 933 MHz LPDDR3-1866 / 64-bit 800 MHz DDR3L-1600 SD RAM interface (max. 29.8 GB/s), 300 MHz Intel HD Graphics 515 EU24 GPU (max. 850 MHz), triple display support, DirectX 12 support, OpenGL 4.4, Intel Clear Video HD Technology, Intel Wireless Display, Intel Turbo Boost Technology, Intel Hyper-Threading Technology, Intel Insider, ISP, Thermal Monitoring Technologies, eDP/DP/HDMI/DVI, HDMI 1.4 (4K), DisplayPort (4K);;
Intel;Core;Core M 6th Gen m5-6Y54;Skylake;2015;Multi-core Application Processor;64 bit;IA-32 (x86), IA-64 (x64), SSE4, SSE 4.1, SSE 4.2, AVX 2.0;2x Intel Skylake-Y;2;DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM;933 MHz;64 bit;;2 ch;;Yes;;1100 MHz min.;2700 MHz max.;29.86 Gbyte/s;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;;;;;14 nm;CMOS;;1515 pins;Intel;Intel Iris Graphics 515 GPU;24-core GPU;300 MHz GPU;;No;No;No;No;;No;No;;;;Dual Intel Core-M Skylake-Y processor cores, 32 Kbyte instruction cache per core, 32 Kbyte data cache per core, 256 Kbyte L2 cache per core, 4 Mbyte SmartCache, dual-channel 64-bit 933 MHz LPDDR3-1866 / 64-bit 800 MHz DDR3L-1600 SD RAM interface (max. 29.8 GB/s), 300 MHz Intel HD Graphics 515 EU24 GPU (max. 900 MHz), triple display support, DirectX 12 support, OpenGL 4.4, Intel Clear Video HD Technology, Intel Wireless Display, Intel Turbo Boost Technology, Intel Hyper-Threading Technology, Intel Insider, ISP, Thermal Monitoring Technologies, eDP/DP/HDMI/DVI, HDMI 1.4 (4K), DisplayPort (4K);;
Intel;Core;Core 6th Gen i7-6500U;Skylake;2015;Multi-core Application Processor;64 bit;IA-64 (x86-64), MMX, SSE, SSE2, SSE3, SSE4, SSE 4.1, SSE 4.2;2x Intel Skylake-U;2;DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM;;64 bit;;2 ch;;Yes;;2500 MHz min.;3100 MHz max.;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;;;;;14 nm;CMOS;;1356 pins;Intel;Intel Iris Graphics 520 GPU;24-core GPU;300 MHz GPU;;No;No;No;No;;No;Yes;;;;Dual Intel Core i5 Skylake-U processor cores, 32 Kbyte instruction cache per core, 32 Kbyte data cache per core, 256 Kbyte L2 cache per core, 4 Mbyte L3 cache (Intel Smart Cache), dual-channel 64-bit DDR4-2133, LPDDR3-1866, DDR3L-1600 SD RAM interface (max. 34.1 GB/s), Intel Hyper-Threading Technology, Intel Virtualization Technology, Intel Turbo Boost 2.0 Technology, 300 MHz Intel Iris Graphics 520 EU24 GPU (max. 1050 MHz), DirectX 12. OpenGL 4.4, Intel Clear Video HD Technology, Intel HD Audio Technology, Intel Wireless Display, Intel Insider, Intel InTru 3D Technology, Intel Quick Sync Video, Image Signal Processor, 4K eDP/DP/HDMI output support, USB 3.0 support;;
Intel;Core;Core 6th Gen i5-6360U;Skylake;2015;Multi-core Application Processor;64 bit;IA-64 (x86-64), MMX, SSE, SSE2, SSE3, SSE4, SSE 4.1, SSE 4.2;2x Intel Skylake-U;2;DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM;;64 bit;;2 ch;;Yes;;2000 MHz min.;3100 MHz max.;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;;;;;14 nm;CMOS;;1356 pins;Intel;Intel Iris Graphics 540 GPU;;300 MHz GPU;;No;No;No;No;;No;Yes;;;;Dual Intel Core i5 Skylake-U processor cores, 32 Kbyte instruction cache per core, 32 Kbyte data cache per core, 256 Kbyte L2 cache per core, 4 Mbyte L3 cache (Intel Smart Cache), dual-channel 64-bit DDR4-2133, LPDDR3-1866, DDR3L-1600 SD RAM interface (max. 34.1 GB/s), Intel Hyper-Threading Technology, Intel Virtualization Technology, Intel Turbo Boost 2.0 Technology, 300 MHz Intel Iris Graphics 540 EU48 GPU (max. 1 GHz), DirectX 12. OpenGL 4.4, Intel Clear Video HD Technology, Intel HD Audio Technology, Intel vPro Technology, Intel Wireless Display, Intel Insider, Intel InTru 3D Technology, Intel Quick Sync Video, Image Signal Processor, 4K eDP/DP/HDMI output support, USB 3.0 support;;
Intel;Atom;Atom x3-C3130;SoFIA;2015;Multi-core Application Processor with Modem;64 bit;IA-32 (x86), IA-64 (x64), SSE4, SSE 4.1, SSE 4.2;2x Intel Atom;2;mobile (LP) DDR2 SDRAM;400 MHz;32 bit;;1 ch;;Yes;;;1000 MHz max.;3.2 Gbyte/s;;;;;;;;;;;28 nm;CMOS;;;Intel;ARM Mali-400 GPU;2-core GPU;;0.25 MiB;CSD 9.6 kbps , GPRS (Class unspecified) , EDGE (Class unspecified) , HSUPA (Cat. unspecified) , HSUPA 5.76 Mbps (Cat. 6) , HSDPA (Cat. unspecified) , HSPA+ 21.1 Mbps (Cat. 18) data links;No;No;No;;No;No;;;;eMMC 4.41, integrated GSM / GPRS / EDGE / HSPA+ 21Mbps / HSUPA 5.76 Mbps cellular modem, dual SIM support, dual-standby support, eDvP, 1280x800 display support, 720p 30 fps video encode, 1080p 60 fps video decode, ARM Mali-400MP2, OpenGL ES 2.0, USB 2.0 HS, 13 MP ISP;;
Intel;Core;Core 6th Gen i5-6300U;Skylake;2015;Multi-core Application Processor;64 bit;IA-64 (x86-64), MMX, SSE, SSE2, SSE3, SSE4, SSE 4.1, SSE 4.2;2x Intel Skylake-U;2;DDR3L (LV) SDRAM , mobile (LP) DDR3 SDRAM;;64 bit;;2 ch;;Yes;;2400 MHz min.;3000 MHz max.;;32 Kbyte I-Cache;;;32 Kbyte D-Cache;;512 Kbyte L2;;;;;14 nm;CMOS;;1356 pins;Intel;Intel Iris Graphics 520 GPU;;300 MHz GPU;;No;No;No;No;;No;Yes;;;;Dual Intel Core i5 Skylake-U processor cores, 32 Kbyte instruction cache per core, 32 Kbyte data cache per core, 256 Kbyte L2 cache per core, 3 Mbyte L3 cache (Intel Smart Cache), dual-channel 64-bit DDR4-2133, LPDDR3-1866, DDR3L-1600 SD RAM interface (max. 34.1 GB/s), Intel Hyper-Threading Technology, Intel Virtualization Technology, Intel Turbo Boost 2.0 Technology, 300 MHz Intel Iris Graphics 520 GPU (max. 1 GHz), DirectX 12, OpenGL 4.4, Intel Clear Video HD Technology, Intel HD Audio Technology, Intel vPro Technology, Intel Wireless Display, Intel Insider, Intel InTru 3D Technology, Intel Quick Sync Video, Image Signal Processor, 4K eDP/DP/HDMI output support, USB 3.0 support;;
